route_id,stop_id,hour_of_night,wait_time_mins,delay_mins,crowd_level,lighting_quality,stop_incident_rate,incident_reports_count,actual_risk_score,risk_label
route_n1,stop_09,0,12.2,6.7,1,2,0.07,0,28,0
route_n1,stop_04,23,6.0,1.5,2,2,0.04,0,19,0
route_n12,stop_11,21,24.2,1.7,0,1,0.19,0,48,1
route_n7,stop_08,23,24.2,28.0,0,1,0.22,2,95,2
route_n1,stop_04,2,22.6,30.6,2,2,0.04,0,51,1
route_n1,stop_05,21,14.2,8.0,2,2,0.05,1,13,0
route_n9,stop_09,23,10.4,6.8,1,2,0.07,0,31,0
route_n9,stop_06,23,18.0,7.6,0,0,0.32,0,85,2
route_n1,stop_04,0,25.4,38.5,2,2,0.04,0,49,1
route_n12,stop_04,4,25.5,21.9,2,2,0.04,0,52,1
route_n1,stop_04,23,7.1,2.5,2,2,0.04,1,16,0
route_n4,stop_02,23,24.2,17.3,2,1,0.14,0,53,1
route_n7,stop_03,1,20.2,3.4,1,2,0.06,1,58,1
route_n12,stop_11,23,13.7,2.5,0,1,0.19,1,67,2
route_n4,stop_10,22,13.0,7.3,0,0,0.28,3,83,2
route_n12,stop_11,23,25.7,5.4,0,1,0.19,3,79,2
route_n4,stop_04,22,21.3,17.4,2,2,0.04,0,23,0
route_n7,stop_07,22,19.2,0.6,1,2,0.09,0,18,0
route_n7,stop_03,0,17.1,7.5,1,2,0.06,0,36,1
route_n9,stop_06,23,23.6,26.1,0,0,0.32,1,96,2
route_n4,stop_02,4,16.7,15.2,2,1,0.14,1,60,1
route_n9,stop_06,23,8.4,1.8,0,0,0.32,4,96,2
route_n4,stop_07,0,15.5,4.7,1,2,0.09,2,38,1
route_n9,stop_09,0,19.9,10.0,1,2,0.07,0,39,1
route_n7,stop_07,21,12.6,1.1,1,2,0.09,0,14,0
route_n12,stop_07,1,36.5,48.0,1,2,0.09,0,78,2
route_n9,stop_06,22,19.1,16.0,0,0,0.32,2,88,2
route_n4,stop_04,5,13.0,1.2,2,2,0.04,0,5,0
route_n4,stop_02,22,16.4,0.8,2,1,0.14,0,27,0
route_n7,stop_08,23,19.3,0.9,0,1,0.22,1,69,2
route_n4,stop_02,21,12.9,15.6,2,1,0.14,0,36,1
route_n1,stop_01,5,14.0,1.4,1,2,0.08,0,25,0
route_n12,stop_11,0,24.8,5.6,0,1,0.19,4,80,2
route_n9,stop_05,0,17.2,6.2,2,2,0.05,1,26,0
route_n12,stop_07,21,23.1,5.9,1,2,0.09,0,26,0
route_n7,stop_08,1,20.8,1.2,0,1,0.22,0,85,2
route_n9,stop_06,22,7.3,1.7,0,0,0.32,4,83,2
route_n9,stop_09,3,25.9,41.8,1,2,0.07,0,73,2
route_n1,stop_02,22,18.6,15.5,2,1,0.14,1,36,1
route_n7,stop_08,22,14.5,9.9,0,1,0.22,2,64,1
route_n4,stop_04,21,7.0,0.1,2,2,0.04,0,8,0
route_n1,stop_05,23,13.2,4.1,2,2,0.05,0,23,0
route_n1,stop_02,0,16.1,10.3,2,1,0.14,1,48,1
route_n12,stop_04,21,12.8,2.1,2,2,0.04,1,12,0
route_n12,stop_07,2,39.4,37.5,1,2,0.09,0,74,2
route_n12,stop_07,23,25.6,10.5,1,2,0.09,1,45,1
route_n1,stop_01,0,9.5,0.8,1,2,0.08,0,27,0
route_n4,stop_02,23,25.9,24.9,2,1,0.14,0,57,1
route_n9,stop_09,23,23.1,32.9,1,2,0.07,0,41,1
route_n12,stop_07,0,12.8,0.8,1,2,0.09,1,36,1
route_n4,stop_07,22,11.4,4.9,1,2,0.09,1,29,0
route_n7,stop_03,22,16.0,2.3,1,2,0.06,0,15,0
route_n12,stop_04,3,21.7,7.8,2,2,0.04,0,41,1
route_n9,stop_12,4,14.6,1.3,1,2,0.06,0,45,1
route_n7,stop_03,23,23.0,9.0,1,2,0.06,1,40,1
route_n7,stop_08,22,24.5,20.6,0,1,0.22,2,75,2
route_n9,stop_05,1,18.2,10.9,2,2,0.05,0,42,1
route_n12,stop_04,23,12.8,0.9,2,2,0.04,1,15,0
route_n1,stop_02,21,7.5,6.3,2,1,0.14,0,22,0
route_n9,stop_05,22,15.9,2.7,2,2,0.05,0,11,0
route_n9,stop_06,1,18.3,30.2,0,0,0.32,2,96,2
route_n9,stop_05,1,11.6,8.9,2,2,0.05,0,45,1
route_n7,stop_07,21,18.5,1.4,1,2,0.09,3,38,1
route_n4,stop_10,22,11.5,1.4,0,0,0.28,1,71,2
route_n1,stop_02,22,16.2,9.5,2,1,0.14,0,38,1
route_n12,stop_04,1,16.3,4.8,2,2,0.04,0,37,1
route_n12,stop_11,21,13.0,9.5,0,1,0.19,2,58,1
route_n4,stop_04,21,10.2,1.5,2,2,0.04,0,5,0
route_n9,stop_12,2,14.1,6.1,1,2,0.06,0,42,1
route_n1,stop_01,22,9.5,4.1,1,2,0.08,1,29,0
route_n12,stop_07,1,36.5,44.7,1,2,0.09,0,83,2
route_n12,stop_07,22,31.7,17.4,1,2,0.09,0,29,0
route_n9,stop_05,21,15.9,1.5,2,2,0.05,0,6,0
route_n4,stop_10,22,10.4,2.9,0,0,0.28,0,69,2
route_n1,stop_09,1,9.7,2.5,1,2,0.07,2,51,1
route_n4,stop_07,3,17.0,11.1,1,2,0.09,0,49,1
route_n4,stop_07,2,21.2,9.6,1,2,0.09,1,58,1
route_n1,stop_01,23,23.1,24.0,1,2,0.08,0,46,1
route_n1,stop_05,1,23.2,41.5,2,2,0.05,0,57,1
route_n12,stop_04,22,23.3,3.1,2,2,0.04,0,10,0
route_n12,stop_07,22,17.6,4.4,1,2,0.09,2,35,1
route_n1,stop_02,3,18.7,35.3,2,1,0.14,0,71,2
route_n7,stop_03,21,11.9,10.7,1,2,0.06,0,24,0
route_n12,stop_04,21,17.3,0.0,2,2,0.04,0,9,0
route_n7,stop_08,22,15.8,2.5,0,1,0.22,4,69,2
route_n1,stop_02,21,6.1,3.6,2,1,0.14,1,25,0
route_n12,stop_04,22,22.0,1.7,2,2,0.04,0,9,0
route_n4,stop_10,0,10.4,2.3,0,0,0.28,3,94,2
route_n1,stop_05,23,9.7,0.4,2,2,0.05,1,17,0
route_n9,stop_06,3,15.1,16.1,0,0,0.32,3,96,2
route_n7,stop_04,2,11.9,4.8,2,2,0.04,0,41,1
route_n1,stop_05,23,8.4,0.6,2,2,0.05,1,18,0
route_n1,stop_09,22,7.3,1.7,1,2,0.07,0,19,0
route_n12,stop_07,23,25.3,16.8,1,2,0.09,1,50,1
route_n12,stop_07,0,20.5,19.8,1,2,0.09,1,46,1
route_n12,stop_07,22,19.9,4.3,1,2,0.09,1,28,0
route_n9,stop_06,0,9.3,5.6,0,0,0.32,1,89,2
route_n12,stop_07,23,36.9,39.6,1,2,0.09,1,57,1
route_n1,stop_09,0,12.2,2.3,1,2,0.07,0,34,0
route_n12,stop_07,23,12.0,2.5,1,2,0.09,1,33,0
route_n4,stop_04,22,12.5,2.2,2,2,0.04,0,9,0
route_n12,stop_11,4,10.8,1.2,0,1,0.19,1,80,2
route_n9,stop_12,2,14.8,7.4,1,2,0.06,0,50,1
route_n4,stop_10,22,15.5,15.7,0,0,0.28,0,81,2
route_n1,stop_01,3,15.2,14.9,1,2,0.08,0,58,1
route_n1,stop_01,0,11.4,5.5,1,2,0.08,1,34,0
route_n7,stop_04,3,38.4,42.5,2,2,0.04,0,59,1
route_n4,stop_04,2,12.9,0.8,2,2,0.04,0,32,0
route_n7,stop_04,23,17.2,2.5,2,2,0.04,0,22,0
route_n4,stop_04,21,13.0,5.4,2,2,0.04,0,9,0
route_n4,stop_02,22,19.9,6.2,2,1,0.14,1,29,0
route_n9,stop_12,0,14.0,0.4,1,2,0.06,0,27,0
route_n7,stop_04,0,13.9,5.4,2,2,0.04,0,22,0
route_n9,stop_12,22,17.2,6.8,1,2,0.06,0,22,0
route_n4,stop_04,21,14.3,7.8,2,2,0.04,0,17,0
route_n1,stop_02,2,18.3,15.9,2,1,0.14,2,69,2
route_n4,stop_04,5,16.9,2.5,2,2,0.04,0,14,0
route_n9,stop_06,0,7.8,1.0,0,0,0.32,2,85,2
route_n7,stop_03,22,19.5,3.6,1,2,0.06,0,16,0
route_n7,stop_04,22,12.2,0.9,2,2,0.04,0,5,0
route_n9,stop_05,21,16.3,19.2,2,2,0.05,0,20,0
route_n7,stop_08,4,13.6,4.2,0,1,0.22,3,96,2
route_n12,stop_11,21,23.1,2.5,0,1,0.19,2,58,1
route_n1,stop_02,0,12.6,15.1,2,1,0.14,2,50,1
route_n1,stop_09,22,6.3,4.5,1,2,0.07,0,15,0
route_n1,stop_09,0,12.5,3.9,1,2,0.07,0,27,0
route_n7,stop_07,1,20.5,26.1,1,2,0.09,2,73,2
route_n7,stop_04,2,21.7,31.5,2,2,0.04,0,53,1
route_n4,stop_07,22,11.8,7.3,1,2,0.09,1,26,0
route_n4,stop_10,21,10.7,0.3,0,0,0.28,0,63,1
route_n1,stop_01,21,10.9,5.4,1,2,0.08,0,27,0
route_n12,stop_11,4,13.6,9.4,0,1,0.19,1,85,2
route_n4,stop_04,3,18.6,2.3,2,2,0.04,1,42,1
route_n4,stop_10,0,15.7,2.7,0,0,0.28,2,85,2
route_n7,stop_08,0,21.3,22.3,0,1,0.22,0,77,2
route_n12,stop_04,1,14.9,0.3,2,2,0.04,0,36,1
route_n1,stop_05,22,12.2,9.1,2,2,0.05,1,15,0
route_n4,stop_10,4,15.2,4.2,0,0,0.28,3,96,2
route_n12,stop_07,23,14.1,6.2,1,2,0.09,0,37,1
route_n12,stop_11,23,12.4,0.1,0,1,0.19,0,59,1
route_n1,stop_02,0,19.4,17.8,2,1,0.14,0,48,1
route_n12,stop_07,21,14.8,2.9,1,2,0.09,1,25,0
route_n12,stop_04,22,17.9,5.1,2,2,0.04,0,10,0
route_n12,stop_07,1,31.7,17.6,1,2,0.09,0,62,1
route_n4,stop_10,21,17.1,7.9,0,0,0.28,1,72,2
route_n1,stop_02,0,20.6,32.5,2,1,0.14,1,54,1
route_n12,stop_07,22,23.3,4.9,1,2,0.09,1,20,0
route_n12,stop_04,23,11.5,5.3,2,2,0.04,0,23,0
route_n4,stop_07,22,22.8,20.0,1,2,0.09,3,46,1
route_n1,stop_02,23,13.2,10.7,2,1,0.14,0,45,1
route_n7,stop_07,1,21.9,5.5,1,2,0.09,0,54,1
route_n4,stop_10,22,17.8,0.9,0,0,0.28,2,69,2
route_n1,stop_09,0,20.5,19.2,1,2,0.07,0,39,1
route_n12,stop_11,23,27.2,4.7,0,1,0.19,0,69,2
route_n1,stop_01,1,15.9,16.9,1,2,0.08,0,58,1
route_n1,stop_09,4,9.4,4.1,1,2,0.07,0,48,1
route_n1,stop_02,1,10.1,3.5,2,1,0.14,3,65,2
route_n7,stop_04,22,20.2,6.0,2,2,0.04,0,10,0
route_n1,stop_01,21,12.6,0.4,1,2,0.08,0,19,0
route_n7,stop_07,22,12.0,3.5,1,2,0.09,0,19,0
route_n12,stop_07,0,28.8,8.2,1,2,0.09,1,47,1
route_n7,stop_08,21,21.2,3.7,0,1,0.22,2,61,1
route_n12,stop_11,0,32.4,14.4,0,1,0.19,0,70,2
route_n12,stop_11,0,32.2,18.3,0,1,0.19,2,81,2
route_n7,stop_04,23,17.8,15.3,2,2,0.04,0,26,0
route_n4,stop_02,2,7.5,0.6,2,1,0.14,1,58,1
route_n9,stop_05,21,7.2,1.4,2,2,0.05,1,8,0
route_n1,stop_02,21,9.1,5.0,2,1,0.14,3,35,1
route_n9,stop_05,1,29.1,42.6,2,2,0.05,0,56,1
route_n1,stop_09,0,19.2,18.7,1,2,0.07,0,45,1
route_n1,stop_05,1,24.1,28.8,2,2,0.05,0,50,1
route_n12,stop_04,23,21.7,3.8,2,2,0.04,0,22,0
route_n1,stop_02,22,6.0,3.6,2,1,0.14,1,32,0
route_n1,stop_05,2,10.1,9.9,2,2,0.05,0,41,1
route_n7,stop_07,2,10.1,2.7,1,2,0.09,0,43,1
route_n9,stop_09,1,9.5,0.5,1,2,0.07,0,40,1
route_n7,stop_04,22,22.7,19.1,2,2,0.04,0,17,0
route_n1,stop_02,0,6.1,2.9,2,1,0.14,0,32,0
route_n12,stop_07,23,16.4,2.9,1,2,0.09,1,40,1
route_n7,stop_08,21,10.4,0.6,0,1,0.22,2,58,1
route_n7,stop_07,4,24.0,17.1,1,2,0.09,1,64,1
route_n4,stop_07,21,13.8,5.6,1,2,0.09,1,23,0
route_n1,stop_09,5,11.8,7.1,1,2,0.07,0,28,0
route_n12,stop_04,23,26.8,25.2,2,2,0.04,1,48,1
route_n7,stop_08,22,23.0,2.8,0,1,0.22,1,58,1
route_n7,stop_04,0,14.8,10.1,2,2,0.04,0,25,0
route_n12,stop_11,3,18.5,0.6,0,1,0.19,0,81,2
route_n1,stop_02,1,12.4,3.2,2,1,0.14,1,56,1
route_n4,stop_02,2,23.8,27.8,2,1,0.14,0,67,2
route_n7,stop_04,1,30.5,22.7,2,2,0.04,0,46,1
route_n4,stop_07,1,13.2,6.7,1,2,0.09,0,48,1
route_n9,stop_05,3,13.4,7.4,2,2,0.05,1,43,1
route_n1,stop_04,22,7.3,5.0,2,2,0.04,0,5,0
route_n9,stop_05,0,12.0,0.0,2,2,0.05,0,9,0
route_n9,stop_12,22,9.2,1.8,1,2,0.06,1,23,0
route_n9,stop_06,5,7.7,1.5,0,0,0.32,1,72,2
route_n1,stop_05,4,10.2,1.9,2,2,0.05,1,43,1
route_n1,stop_02,21,13.6,10.7,2,1,0.14,0,31,0
route_n12,stop_04,1,12.4,5.1,2,2,0.04,0,31,0
route_n4,stop_02,4,14.9,1.4,2,1,0.14,0,46,1
route_n4,stop_10,22,15.3,4.6,0,0,0.28,3,79,2
route_n12,stop_07,0,20.8,20.9,1,2,0.09,1,46,1
route_n12,stop_04,4,18.2,1.8,2,2,0.04,0,39,1
route_n9,stop_12,21,13.4,0.5,1,2,0.06,2,25,0
route_n12,stop_04,1,21.3,6.9,2,2,0.04,0,43,1
route_n7,stop_04,22,17.0,9.0,2,2,0.04,0,6,0
route_n4,stop_04,4,11.9,5.2,2,2,0.04,0,40,1
route_n12,stop_07,5,24.4,11.0,1,2,0.09,1,34,0
route_n7,stop_07,4,29.9,20.9,1,2,0.09,1,60,1
route_n7,stop_03,23,24.1,16.4,1,2,0.06,1,50,1
route_n7,stop_07,3,14.4,14.4,1,2,0.09,0,56,1
route_n7,stop_03,3,18.7,10.6,1,2,0.06,0,55,1
route_n9,stop_05,23,15.2,0.4,2,2,0.05,0,16,0
route_n7,stop_08,2,28.1,48.0,0,1,0.22,2,96,2
route_n9,stop_09,21,17.3,3.1,1,2,0.07,0,17,0
route_n9,stop_05,0,16.3,1.7,2,2,0.05,0,23,0
route_n7,stop_04,22,11.5,7.1,2,2,0.04,0,11,0
route_n4,stop_07,21,18.1,2.2,1,2,0.09,1,22,0
route_n7,stop_08,21,15.2,5.7,0,1,0.22,1,65,2
route_n7,stop_04,1,25.7,13.8,2,2,0.04,2,52,1
route_n7,stop_03,23,16.2,6.1,1,2,0.06,2,44,1
route_n4,stop_10,1,22.6,28.2,0,0,0.28,1,96,2
route_n1,stop_05,21,11.0,2.0,2,2,0.05,0,13,0
route_n1,stop_02,23,14.0,6.2,2,1,0.14,0,36,1
route_n9,stop_06,0,9.0,8.0,0,0,0.32,1,93,2
route_n9,stop_06,2,18.6,17.0,0,0,0.32,1,96,2
route_n4,stop_04,23,14.6,15.9,2,2,0.04,0,24,0
route_n12,stop_07,0,17.3,5.2,1,2,0.09,1,42,1
route_n1,stop_09,3,14.1,16.2,1,2,0.07,1,63,1
route_n9,stop_09,0,11.1,1.7,1,2,0.07,0,27,0
route_n1,stop_02,22,14.5,17.5,2,1,0.14,1,40,1
route_n4,stop_04,21,8.5,3.1,2,2,0.04,1,13,0
route_n4,stop_10,3,15.9,20.4,0,0,0.28,0,96,2
route_n12,stop_11,21,9.6,0.1,0,1,0.19,1,58,1
route_n12,stop_07,3,18.9,3.6,1,2,0.09,0,46,1
route_n4,stop_10,0,20.2,6.9,0,0,0.28,0,84,2
route_n9,stop_06,4,12.1,13.7,0,0,0.32,0,96,2
route_n1,stop_09,2,17.7,11.7,1,2,0.07,0,51,1
route_n7,stop_07,5,25.4,17.3,1,2,0.09,0,32,0
route_n12,stop_04,23,23.2,6.9,2,2,0.04,0,25,0
route_n7,stop_03,2,21.4,10.5,1,2,0.06,1,57,1
route_n9,stop_05,23,14.8,1.3,2,2,0.05,1,26,0
route_n12,stop_04,23,17.7,16.9,2,2,0.04,0,27,0
route_n7,stop_07,0,16.2,2.9,1,2,0.09,0,35,1
route_n9,stop_06,3,27.3,35.9,0,0,0.32,3,96,2
route_n1,stop_02,5,16.1,15.7,2,1,0.14,1,39,1
route_n9,stop_09,2,32.3,44.8,1,2,0.07,1,82,2
route_n12,stop_07,23,13.3,7.6,1,2,0.09,0,32,0
route_n4,stop_10,23,19.0,11.8,0,0,0.28,2,96,2
route_n1,stop_05,1,18.7,23.5,2,2,0.05,0,45,1
route_n7,stop_08,22,13.5,0.9,0,1,0.22,1,51,1
route_n12,stop_11,21,17.5,6.0,0,1,0.19,0,54,1
route_n4,stop_07,23,13.6,0.4,1,2,0.09,2,36,1
route_n9,stop_09,22,16.8,4.5,1,2,0.07,1,28,0
route_n4,stop_10,22,12.4,1.1,0,0,0.28,0,71,2
route_n12,stop_04,22,24.4,1.3,2,2,0.04,0,5,0
route_n12,stop_07,21,17.4,3.0,1,2,0.09,0,19,0
route_n4,stop_02,21,8.7,3.7,2,1,0.14,1,23,0
route_n9,stop_12,5,8.6,6.3,1,2,0.06,1,22,0
route_n4,stop_07,23,6.9,0.8,1,2,0.09,0,33,0
route_n12,stop_07,23,18.8,7.3,1,2,0.09,0,37,1
route_n12,stop_04,1,16.3,3.1,2,2,0.04,0,34,0
route_n7,stop_07,22,20.5,5.5,1,2,0.09,2,36,1
route_n7,stop_03,4,21.3,6.6,1,2,0.06,2,51,1
route_n1,stop_09,2,10.0,12.7,1,2,0.07,1,61,1
route_n12,stop_04,21,16.5,8.7,2,2,0.04,0,9,0
route_n7,stop_08,23,13.3,4.3,0,1,0.22,0,66,2
route_n4,stop_02,3,21.6,22.6,2,1,0.14,1,68,2
route_n9,stop_06,4,8.4,3.7,0,0,0.32,3,96,2
route_n4,stop_02,23,10.4,6.9,2,1,0.14,1,38,1
route_n9,stop_09,0,20.0,10.9,1,2,0.07,0,39,1
route_n7,stop_03,22,19.6,0.1,1,2,0.06,0,21,0
route_n1,stop_09,5,8.9,6.9,1,2,0.07,0,15,0
route_n4,stop_07,22,13.4,6.3,1,2,0.09,0,19,0
route_n4,stop_07,4,11.2,2.4,1,2,0.09,0,48,1
route_n4,stop_10,1,16.1,1.4,0,0,0.28,0,95,2
route_n9,stop_05,0,11.3,1.0,2,2,0.05,2,23,0
route_n7,stop_07,0,20.1,26.7,1,2,0.09,0,47,1
route_n4,stop_07,22,17.9,7.6,1,2,0.09,0,27,0
route_n4,stop_10,22,11.1,0.9,0,0,0.28,1,70,2
route_n1,stop_09,22,8.0,2.9,1,2,0.07,0,22,0
route_n1,stop_02,22,10.2,5.8,2,1,0.14,1,26,0
route_n7,stop_07,2,26.2,28.2,1,2,0.09,1,65,2
route_n7,stop_08,23,12.8,0.5,0,1,0.22,1,74,2
route_n12,stop_07,21,14.1,1.8,1,2,0.09,0,18,0
route_n1,stop_09,5,13.8,14.3,1,2,0.07,0,21,0
route_n12,stop_04,3,9.4,0.1,2,2,0.04,0,27,0
route_n9,stop_12,4,14.3,1.5,1,2,0.06,0,52,1
route_n12,stop_04,5,20.4,20.8,2,2,0.04,0,17,0
route_n4,stop_10,22,9.0,6.2,0,0,0.28,3,80,2
route_n12,stop_04,23,22.0,3.2,2,2,0.04,0,21,0
route_n7,stop_04,1,19.5,1.1,2,2,0.04,1,43,1
route_n9,stop_12,1,14.3,0.4,1,2,0.06,0,47,1
route_n4,stop_04,22,12.6,1.8,2,2,0.04,0,14,0
route_n12,stop_11,2,26.0,33.3,0,1,0.19,1,96,2
route_n9,stop_06,22,14.8,3.5,0,0,0.32,2,83,2
route_n9,stop_05,22,16.3,8.3,2,2,0.05,0,13,0
route_n4,stop_04,0,19.4,26.0,2,2,0.04,0,33,0
route_n12,stop_07,0,27.5,5.5,1,2,0.09,0,37,1
route_n9,stop_06,0,7.4,2.2,0,0,0.32,3,94,2
route_n9,stop_09,21,17.9,4.7,1,2,0.07,1,27,0
route_n1,stop_02,3,27.1,37.2,2,1,0.14,1,77,2
route_n9,stop_06,22,17.1,10.6,0,0,0.32,3,87,2
route_n1,stop_02,21,13.1,0.4,2,1,0.14,1,32,0
route_n12,stop_07,3,29.4,18.4,1,2,0.09,0,69,2
route_n12,stop_11,5,14.6,5.5,0,1,0.19,0,56,1
route_n12,stop_07,3,31.8,37.1,1,2,0.09,1,82,2
route_n7,stop_04,2,9.4,2.0,2,2,0.04,0,32,0
route_n12,stop_04,1,20.8,11.9,2,2,0.04,1,48,1
route_n9,stop_06,0,22.2,22.0,0,0,0.32,0,96,2
route_n4,stop_07,21,12.0,3.4,1,2,0.09,1,21,0
route_n1,stop_01,23,10.2,6.8,1,2,0.08,1,36,1
route_n7,stop_08,23,16.8,0.8,0,1,0.22,1,75,2
route_n12,stop_04,22,25.5,2.1,2,2,0.04,0,6,0
route_n12,stop_11,1,12.3,6.1,0,1,0.19,2,84,2
route_n4,stop_04,0,22.7,30.2,2,2,0.04,0,41,1
route_n4,stop_07,21,8.8,2.2,1,2,0.09,0,24,0
route_n7,stop_07,22,19.5,4.0,1,2,0.09,0,25,0
route_n1,stop_09,1,12.4,17.4,1,2,0.07,0,56,1
route_n12,stop_04,21,21.4,1.2,2,2,0.04,1,10,0
route_n7,stop_03,3,16.0,10.4,1,2,0.06,0,54,1
route_n9,stop_05,0,13.1,14.0,2,2,0.05,0,31,0
route_n9,stop_09,0,23.9,21.0,1,2,0.07,0,46,1
route_n7,stop_04,0,11.9,10.2,2,2,0.04,1,34,0
route_n12,stop_07,2,23.8,17.3,1,2,0.09,0,57,1
route_n7,stop_08,23,8.4,1.4,0,1,0.22,3,74,2
route_n12,stop_11,1,35.9,45.5,0,1,0.19,1,96,2
route_n4,stop_04,0,12.6,1.5,2,2,0.04,0,15,0
route_n7,stop_08,22,16.2,9.7,0,1,0.22,3,67,2
route_n12,stop_04,3,13.3,4.8,2,2,0.04,1,41,1
route_n7,stop_03,2,30.1,42.3,1,2,0.06,1,78,2
route_n7,stop_08,1,25.5,19.9,0,1,0.22,2,96,2
route_n12,stop_07,3,31.8,21.9,1,2,0.09,1,69,2
route_n12,stop_04,3,20.1,3.9,2,2,0.04,0,42,1
route_n1,stop_04,1,13.4,9.1,2,2,0.04,0,39,1
route_n7,stop_07,2,16.5,15.0,1,2,0.09,0,63,1
route_n9,stop_06,1,17.7,22.9,0,0,0.32,2,96,2
route_n7,stop_07,1,10.6,1.7,1,2,0.09,0,50,1
route_n7,stop_04,0,24.9,34.1,2,2,0.04,1,39,1
route_n12,stop_11,1,26.8,34.5,0,1,0.19,1,96,2
route_n7,stop_03,22,16.1,2.0,1,2,0.06,0,21,0
route_n7,stop_04,3,26.7,27.0,2,2,0.04,0,53,1
route_n9,stop_09,3,20.2,11.4,1,2,0.07,1,61,1
route_n12,stop_04,21,14.1,4.0,2,2,0.04,1,13,0
route_n7,stop_03,2,19.5,5.9,1,2,0.06,0,51,1
route_n4,stop_04,21,18.1,5.7,2,2,0.04,0,7,0
route_n1,stop_01,23,15.0,13.6,1,2,0.08,1,44,1
route_n9,stop_05,1,11.5,8.3,2,2,0.05,0,45,1
route_n7,stop_08,22,14.0,6.4,0,1,0.22,0,58,1
route_n4,stop_02,2,14.0,18.7,2,1,0.14,0,64,1
route_n7,stop_07,2,19.8,19.4,1,2,0.09,0,64,1
route_n7,stop_03,0,18.9,0.6,1,2,0.06,0,31,0
route_n12,stop_04,21,15.0,12.8,2,2,0.04,0,10,0
route_n12,stop_07,22,14.5,4.0,1,2,0.09,1,23,0
route_n12,stop_11,0,23.0,3.2,0,1,0.19,0,66,2
route_n4,stop_10,5,16.1,1.8,0,0,0.28,1,72,2
route_n7,stop_04,0,17.1,6.9,2,2,0.04,1,30,0
route_n1,stop_05,22,16.5,14.2,2,2,0.05,0,12,0
route_n9,stop_12,0,11.5,4.9,1,2,0.06,1,34,0
route_n12,stop_04,0,17.6,14.4,2,2,0.04,0,33,0
route_n12,stop_07,2,16.8,1.6,1,2,0.09,0,48,1
route_n7,stop_04,21,17.9,4.2,2,2,0.04,0,9,0
route_n7,stop_07,2,40.9,48.0,1,2,0.09,2,89,2
route_n4,stop_07,0,12.9,15.3,1,2,0.09,1,40,1
route_n4,stop_10,5,12.7,1.5,0,0,0.28,0,73,2
route_n12,stop_07,23,17.8,7.2,1,2,0.09,1,43,1
route_n7,stop_07,0,16.2,2.8,1,2,0.09,0,40,1
route_n1,stop_04,4,6.1,3.4,2,2,0.04,0,32,0
route_n9,stop_09,21,12.7,9.8,1,2,0.07,0,24,0
route_n7,stop_08,4,23.6,9.6,0,1,0.22,2,95,2
route_n7,stop_03,1,17.4,4.0,1,2,0.06,0,51,1
route_n4,stop_04,21,18.0,16.6,2,2,0.04,1,13,0
route_n9,stop_05,23,12.2,9.3,2,2,0.05,0,23,0
route_n12,stop_07,1,17.4,7.5,1,2,0.09,2,55,1
route_n7,stop_03,21,15.0,4.5,1,2,0.06,0,22,0
route_n12,stop_07,0,27.9,9.7,1,2,0.09,0,33,0
route_n7,stop_07,23,25.4,8.5,1,2,0.09,1,37,1
route_n12,stop_07,0,19.7,6.9,1,2,0.09,0,40,1
route_n9,stop_05,21,11.5,4.6,2,2,0.05,0,6,0
route_n4,stop_07,3,17.4,3.0,1,2,0.09,1,51,1
route_n9,stop_05,5,14.4,10.9,2,2,0.05,2,23,0
route_n1,stop_05,5,11.5,5.1,2,2,0.05,0,9,0
route_n4,stop_02,1,9.7,2.2,2,1,0.14,0,56,1
route_n9,stop_09,21,17.2,9.4,1,2,0.07,1,27,0
route_n1,stop_01,1,26.1,42.0,1,2,0.08,0,82,2
route_n7,stop_08,21,27.3,19.1,0,1,0.22,0,63,1
route_n7,stop_03,21,20.4,3.0,1,2,0.06,0,27,0
route_n12,stop_11,23,13.5,1.5,0,1,0.19,3,74,2
route_n4,stop_04,0,17.6,7.6,2,2,0.04,0,17,0
route_n7,stop_07,2,20.3,1.9,1,2,0.09,1,56,1
route_n4,stop_10,1,27.1,42.4,0,0,0.28,2,96,2
route_n7,stop_08,23,10.9,2.1,0,1,0.22,3,71,2
route_n12,stop_11,22,9.8,1.9,0,1,0.19,0,47,1
route_n9,stop_05,5,11.6,3.4,2,2,0.05,0,7,0
route_n12,stop_11,23,17.3,5.0,0,1,0.19,2,75,2
route_n1,stop_04,23,16.1,16.5,2,2,0.04,1,22,0
route_n7,stop_03,22,11.9,4.0,1,2,0.06,1,27,0
route_n1,stop_02,2,13.4,2.9,2,1,0.14,0,52,1
route_n1,stop_01,1,8.7,4.8,1,2,0.08,1,48,1
route_n4,stop_10,22,10.6,4.6,0,0,0.28,4,87,2
route_n7,stop_04,21,15.1,1.0,2,2,0.04,0,6,0
route_n1,stop_01,1,14.9,14.8,1,2,0.08,0,60,1
route_n9,stop_09,1,12.9,13.0,1,2,0.07,0,55,1
route_n1,stop_09,22,10.2,8.2,1,2,0.07,0,22,0
route_n9,stop_09,5,14.4,18.0,1,2,0.07,0,28,0
route_n4,stop_07,22,20.9,15.8,1,2,0.09,0,31,0
route_n1,stop_05,23,23.6,30.4,2,2,0.05,0,35,1
route_n12,stop_07,4,18.0,1.8,1,2,0.09,0,47,1
route_n4,stop_10,23,15.2,1.5,0,0,0.28,0,84,2
